feature,mean_abs_weight,mean_weight,count,fraction_selected
MAJOR_LINE,0.08411654565279823,-0.06311490189781471,22,1.0
CountDeclClassMethod,0.06715904277020629,-0.041277846864453266,22,1.0
CountDeclMethodPrivate,0.028090399184265348,-0.023414606746250444,22,1.0
MINOR_LINE,0.027288042152213202,-0.012480900351069246,22,1.0
CountClassCoupled,0.02402131236833731,-0.0191714794097036,22,1.0
CountClassBase,0.02030307138984094,-0.015140691089672642,22,1.0
CountClassDerived,0.014329089003930234,0.0007631345684139837,22,1.0
CountDeclClassVariable,0.013671158436580167,-0.004056239002510387,22,1.0
MINOR_COMMIT,0.013450128047466132,0.004841076699887053,22,1.0
CountDeclMethodProtected,0.013001965643231583,-0.0034150870896621295,22,1.0
CountDeclClass,0.011021618218717947,-0.005708456518124933,22,1.0
AvgLineComment,0.01005831696958772,0.0005463014053466407,22,1.0
CountDeclInstanceVariable,0.009388181537049336,0.005750368374477426,22,1.0
MaxNesting_Min,0.007060668741284994,0.0028130675825947535,22,1.0
OWN_COMMIT,0.006767664393924456,-0.0013758139471327872,22,1.0
CountInput_Mean,0.00656152944112127,-0.005361193689999821,22,1.0
CountLineComment,0.0063939954186855415,-0.00027721838048235176,22,1.0
CountDeclMethodDefault,0.0058585425775008505,-0.001375265093115294,22,1.0
CountOutput_Mean,0.004812562204628532,-0.0036867195935155893,22,1.0
AvgLineBlank,0.004317301501941195,0.0008942698714312784,21,0.9545454545454546
MaxInheritanceTree,0.004160724232209838,0.0016304193443195164,22,1.0
PercentLackOfCohesion,0.003973688444431162,0.000444106103491337,22,1.0
RatioCommentToCode,0.0036984906177181236,0.002188665663068251,22,1.0
CountInput_Min,0.0032628346689692095,0.0013532199585628549,22,1.0
AvgEssential,0.003027463425842305,0.00024400114566368894,22,1.0
CountPath_Min,0.0029741139231527496,0.00016126609018279447,22,1.0
MaxNesting_Mean,0.0025372097734752204,0.001433926182645,22,1.0
CountOutput_Min,0.0016228230256979301,0.0004080029574281552,22,1.0
