test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
215,1.4556087777394044,1.0834470279843251,1.752982209925633,2,14,0.0
218,5.418426028126317,5.067434821573775,5.749601504366713,2,107,0.0
255,0.834662483082506,0.474269421127622,1.1412005949061748,2,19,0.0
271,1.0972726270212636,0.6339144255726777,1.4134584001703727,2,19,0.0
272,5.658820638162609,5.330314377019878,5.9249924702141605,2,23,0.0
279,2.2349443998940353,1.4726661870021787,2.362478127459159,2,27,0.0
286,0.45480220846458447,0.1993682771492829,0.884305363618554,2,112,0.0
287,0.8663295400547792,0.008327385201046892,0.9916726147989531,1,1543,0.0
303,1.1021943573667712,0.2758620689655173,1.2758620689655173,1,55,0.0
312,8.691828220497646,8.447553658385903,9.00809113682106,2,43,0.0
816,5.493506298689925,5.0337951034225155,5.7803124696130475,2,100,0.0
835,0.7683319917463428,0.43760362370964967,1.0697632647567172,2,19,0.0
858,3.353499835760174,2.932443131788664,3.655335993924976,2,52,0.0
941,0.3818991548607044,0.12605889731654915,0.6891087433562442,2,86,0.0
980,0.7936062630104129,0.08114504677110335,0.9188549532288967,1,1543,0.0
1004,0.9750723503362162,0.6230198001395444,1.2622579644010676,2,159,0.0
1137,0.3968655333987141,0.14160401002506262,1.1416040100250626,1,1150,0.0
1201,0.2472231037765789,0.0,0.5217391304347826,1,137,0.0
1229,2.0423630228878045,1.7367604255701696,2.3255002505072735,2,35,0.0
2171,0.3569937588171539,0.19616881407875905,0.7546042059643612,2,245,0.0
2254,1.171619772865879,0.7009345794392523,1.7009345794392523,1,567,0.0
11,0.809418725607115,0.4981555461680869,1.260955455284156,2,81,0.0
52,0.5579335542605297,0.3686300707245401,0.9427785767664164,2,51,0.0
107,0.2820453449915622,0.10158040918950825,0.4720698887768613,2,22,0.0
110,0.24810098385058485,0.07916288845319812,0.5335741265718753,2,134,0.0
166,0.4424103657550971,0.1950821247399232,0.8313408102268378,2,101,0.0
348,0.12650024281489594,0.009680454314859269,0.9421056858719346,2,389,0.0
364,0.40669467509964524,0.09981374559405468,0.6654294667265072,2,152,0.0
377,0.2585626779397809,0.014925373134328344,0.5522388059701492,1,173,0.0
454,0.743148688046647,0.2857142857142857,1.2857142857142858,1,245,0.0
695,0.628232100040306,0.38064401350870886,1.0500949687662633,2,90,0.0
720,0.503571364566414,0.26162122692097484,0.8448427909984495,2,149,0.0
785,0.6366366366366365,0.11111111111111104,1.111111111111111,1,259,0.0
799,1.6794758520194533,1.3218834413491583,1.8695545518023677,2,115,0.0
810,0.42880547595927404,0.13558943101330675,0.6769033559023359,2,26,0.0
831,0.5055185525558544,0.16465867684725916,0.9203192262695262,2,140,0.0
865,1.3869742239996579,1.04892223378639,1.743489418287922,2,27,0.0
987,0.1709858006154302,0.006006006006006023,0.7627627627627627,1,324,0.0
1499,0.23163398692810463,0.1777777777777778,1.177777777777778,1,85,0.0
1620,0.7837040957566088,0.4265768808780717,1.157168967795845,2,92,0.0
1682,0.28891749379652604,0.012406947890818852,0.5669975186104219,1,1200,0.0
1735,0.09511109571722977,0.0,0.9380530973451329,1,511,0.0
1744,0.3204569069345602,0.12095061136807378,0.5181066570853874,2,55,0.0
2513,1.2304573881013676,0.7737564830246164,1.742225782937742,2,6,0.0
2899,0.3262495080676898,0.09523809523809522,0.6190476190476188,1,242,0.0
2901,0.23990746560047072,0.08433734939759037,1.0843373493975903,1,901,0.0
2906,0.2585626779397809,0.014925373134328344,0.5522388059701492,1,173,0.0
57,0.34715821812596,0.15053763440860216,1.150537634408602,1,14,0.0
115,0.3870244154947803,0.029850746268656688,0.6865671641791045,1,173,0.0
141,9.120919034232712,8.923757355038905,9.75459550633873,2,29,0.0
148,0.6006537393146435,0.20465607664838403,0.7675381589611534,2,92,0.0
152,0.5737334944466682,0.056507305322983425,0.8617364061754972,2,112,0.0
491,0.18665453471633262,0.14359565364559074,0.5638957412537678,2,108,0.0
584,0.898052684143566,0.4353841624963204,1.4353841624963204,1,1098,0.0
589,0.3438012250884307,0.02985074626865673,0.6417910447761195,1,173,0.0
599,0.3262495080676898,0.09523809523809522,0.6190476190476188,1,242,0.0
601,2.8300779279969697,2.411679874684636,3.059979917813287,2,14,0.0
637,0.7393667500647052,0.04477611940298507,1.044776119402985,1,173,0.0
655,0.4049777779263015,0.18666429634144527,0.6533250371950583,2,49,0.0
897,1.819400414727673,1.3333333333333333,2.1888868557342662,2,21,0.0
939,4.3404986609815674,3.748362583342078,4.699384569521224,2,21,0.0
946,1.094912578583601,0.874563003177052,1.554077752200031,2,213,0.0
2936,1.1520789295483884,0.6761587076879486,1.3060809342234359,2,387,0.0
3877,3.4918785341757363,3.013817292869926,3.941268700641378,2,21,0.0
3919,0.8955453149001539,0.6989247311827957,1.698924731182796,1,14,0.0
3926,1.7431486880466476,1.2857142857142858,2.285714285714286,1,245,0.0
4304,2.118128360661476,1.6712255665388558,2.2488931684065743,2,169,0.0
59,2.417904646503973,2.092318276376455,2.8222086840075167,2,33,0.0
106,1.96996996996997,1.4444444444444444,2.444444444444444,1,259,0.0
160,1.6567979735318445,0.80272952853598,1.80272952853598,1,1200,0.0
204,1.0598382730116453,0.4965574860915849,1.3273598617727487,2,26,0.0
624,1.0672691770478755,0.6046006554006299,1.60460065540063,1,1098,0.0
3399,1.1364280679368377,0.20466847090663054,1.2046684709066302,1,263,0.0
4195,0.4871237487851976,0.33686944041110006,0.7139658200519168,2,176,0.0
4237,7.373884490053752,7.024371053736634,7.63003701500037,2,35,0.0
4637,0.5382330545007811,0.37891482002555643,0.6636858404613611,2,105,0.0
5525,0.5564082601119636,0.20420420420420407,0.6276276276276275,1,324,0.0
6739,1.0081084153429074,0.7690349519661435,1.5080129996268454,2,133,0.0
10,1.7234435788148983,1.5357626144953709,2.112163482186071,2,40,0.0
16,6.12267111182479,5.566852229941085,6.479957079333167,2,8,0.0
19,0.5601689221180758,0.39423273251476976,0.8717882035984643,2,978,0.0
23,7.297848990342406,6.676470588235295,7.676470588235295,1,134,0.0
24,0.6937407146769132,0.36513037298264833,0.9402286788086496,2,11,0.0
27,7.297848990342406,6.676470588235295,7.676470588235295,1,134,0.0
35,0.2563745986193101,0.15981653092239415,0.9215153603624503,2,459,0.0
41,5.913643919013259,5.673664679093551,6.204235308199851,2,116,0.0
48,1.2335858585858586,0.5416666666666667,1.5416666666666667,1,99,0.0
67,3.504800739766048,3.0821515046335834,3.8530964361002376,2,372,0.0
69,6.503731343283582,5.88235294117647,6.882352941176471,1,134,0.0
77,13.259301208527258,12.70189237333653,13.725084176868553,2,14,0.0
82,0.771433338424793,0.2628206863837436,1.2628206863837435,1,1786,0.0
83,0.36515862008348376,0.266563657276888,1.0150620567973856,2,459,0.0
85,2.705743879472694,2.111111111111111,3.111111111111111,1,118,0.0
105,0.2906782268257461,0.09729907422444219,0.5459506880703102,2,743,0.0
139,1.407433729499807,0.8785676144531624,1.8255439651918517,2,29,0.0
159,3.2875416201004874,2.865508576657513,3.6358970118375438,2,372,0.0
160,1.420012511461671,0.8869099955744661,1.7835717672310671,2,908,0.0
163,0.8095238095238096,0.3333333333333335,1.3333333333333337,1,7,0.0
172,8.268437225636523,7.647058823529411,8.647058823529411,1,134,0.0
175,10.687391544133021,10.478437650386638,11.087650937672525,3,97,0.0
177,9.033143107989465,8.411764705882353,9.411764705882353,1,134,0.0
182,6.3611596068240335,5.743749426057056,6.548043829083682,2,15,0.0
184,3.5449346764102367,3.187937119706434,3.999583040704945,2,55,0.0
191,2.24128377580135,1.8283904796496957,2.6294642211935786,2,13,0.0
193,5.415496049165935,4.794117647058823,5.794117647058823,1,134,0.0
