min,max,mean
4.613208753354689,5.329316480710629,4.971737149471185
1.9309730689341247,2.6069247823474493,2.2004970678994504
1.0309865341153917,1.5954218867957008,1.2631837403083728
0.3906602136501075,1.3906602136501074,0.6744163744821684
1.7083333333333335,2.708333333333333,1.9063670411985019
0.02711065573770495,0.572889344262295,0.10182971014492757
0.29637075015821696,0.8804637435372379,0.4887116073091713
1.8239165596513351,2.3954037025605084,2.0542508860846818
0.47080566849545824,1.2089366018756407,0.7335726740167992
0.5120655038477872,1.012764344892934,0.6748563642847969
0.48237829736812315,1.0558357815118917,0.6382350851787302
0.7959424893833111,1.3591342598577363,0.9486489443918416
0.6115471328729255,1.3750340596842656,0.8982399091134662
0.08489583333333905,0.584895833333339,0.39619030898876967
0.7691265070924536,1.357414805900853,0.9381376145303668
0.6559849439519079,1.2175825357563594,0.8177593516212219
1.2551435364195755,1.8512958973579754,1.4150992696327118
1.1906582380953021,1.921008691898985,1.3516569567996197
0.9075024946183714,1.4764077626474859,1.0431811258192643
0.2892561983471074,1.2892561983471074,0.5107733175914994
0.6716567088786879,1.22223496232669,0.8224638989069525
1.784625816470977,2.4449537581346172,1.9341552661514465
0.5371159263347361,1.0306872949225205,0.6626854017404015
0.3377523822832172,0.8797779777000936,0.5775712723502502
0.03436475409836071,0.7131762295081967,0.3819166270689792
0.20346448132875125,0.8141617919760239,0.3252265771688423
1.192702162058992,1.8094522647356583,1.3517182271084385
0.5416666666666667,1.5416666666666667,0.7397003745318353
0.44705550615626993,1.0496144484515737,0.5704931333510207
0.37850045286929784,1.3826556377458077,0.7034165711777838
0.2263041692289588,1.2263041692289587,0.5100603300610197
1.9946045660665426,2.486468235237626,2.159123191507812
1.6979680294906263,2.1600734165203166,1.8112973559020087
0.0,0.7190082644628099,0.11983471074380167
0.5959936607419322,1.1404836365271143,0.7627466911618059
0.07142857142857141,1.0714285714285714,0.4636243386243386
0.0032786885245901665,0.5295081967213114,0.1439534331195058
0.6602949307077152,1.4697121701217948,0.8373698829560803
0.5153902148418852,1.2462820350153394,0.6778757469445248
0.0,0.7190082644628099,0.11983471074380167
1.5512847156078444,1.9988865283998305,1.6412275086902897
0.23940375042869155,1.2394037504286917,0.5231599112607526
0.5973368162078051,1.1043165622888205,0.6989420925232679
0.4430831327109735,0.9377731373080487,0.5927891058476225
0.5283102527699874,1.070366470321007,0.8257676474714379
0.016528925619834687,0.5289256198347108,0.3257083825265643
0.7296470656368661,1.2056220204540462,0.8820723048256799
0.5833333333333334,1.5833333333333333,0.781367041198502
0.49409646840894433,1.116855927036986,0.6829213540497194
0.2916666666666667,1.2916666666666667,0.48970037453183524
0.4827331935923783,1.0034469655696878,0.6374861684198826
0.7053739207886028,1.21977252162328,0.8077491471941158
0.6666666666666667,1.6666666666666665,0.8647003745318351
0.237567634082234,1.2375676340822341,0.5213237949142948
0.4687861772729493,0.9809369641083704,0.5727266487189016
0.4688692651114549,1.4688692651114548,0.7526254259435159
0.33541118945724446,0.7598509609990671,0.44416090643206924
0.07571721311475413,0.5494877049180328,0.22139116575591988
0.9400354039595589,1.3709031977055048,1.0682858868830245
0.037131147540981575,0.710409836065576,0.3792036905044766
0.375,1.375,0.5730337078651686
0.09344262295081968,0.5672131147540984,0.2387740555951532
0.02846467391304367,0.9457880434782594,0.13806748090499008
0.021823770491803247,0.504405737704918,0.16853914231408884
0.4470513954745088,1.4470513954745086,0.7308075563065698
0.4178698886618642,1.0567655572056094,0.60275872144314
0.4743840129772094,1.107249700267259,0.668337568662098
0.590636739792438,1.590636739792438,0.874392900624499
0.3672910105618696,1.0402320539939736,0.5803942210887185
0.2916666666666667,1.2916666666666667,0.48970037453183524
0.4753039955768792,1.3529708504473366,0.8214748931812471
0.19999999999999996,1.2,0.6243589743589744
0.20115346280734472,1.2011534628073446,0.48490962363940565
0.019672131147541006,0.5803278688524589,0.09460679496317417
0.08196721311475409,0.5557377049180329,0.22752039280905995
0.04166666666666668,1.0416666666666665,0.23970037453183518
0.08688524590163936,0.5606557377049181,0.2323433911459571
0.3333333333333333,1.3333333333333333,0.531367041198502
0.0,0.7685950413223139,0.08721959858323494
0.0918032786885246,0.5655737704918034,0.23716638948285418
2.797067057501632e-17,0.6311475409836066,0.046226340381721714
1.5983240328580753e-17,0.6278688524590164,0.04921992555634752
