min,max,mean
1.7786342407731954,2.778634240773196,2.4453009074398624
3.234449018783597,3.8069680006976316,3.510993566337785
1.0014726700587773,1.5387091165758182,1.2409875609791634
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
0.08269539386189229,0.9160287271952255,0.5891547225391826
0.0,0.5714285714285714,0.2941176470588236
0.08269539390069743,0.7493620605673641,0.4482272260774595
0.048891826915009505,0.8822251602483427,0.5579514299728292
0.04889182684322198,0.7155584935098886,0.4222244821870938
0.0,0.5714285714285714,0.2941176470588236
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
0.023680917362055336,0.6369499453299862,0.2803668826134097
0.03514864464186298,0.6974110117307595,0.19942100602306112
0.6079098587720404,1.4110128884149173,0.7902055552251598
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
1.0014726700587773,1.5387091165758182,1.2409875609791634
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
0.14285714285714288,0.7142857142857142,0.40336134453781514
0.00973035665370073,0.6872393403159963,0.05723759409432395
0.05916736254099913,0.9408326374590009,0.33855487956334684
0.08397127276596926,0.5826953939006974,0.3264814265466366
0.0024439485277980436,0.9975560514722019,0.3936576246047422
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
0.031344903225544805,0.6353217634411219,0.22094797736274804
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
0.07059277835959635,0.5005755346745567,0.26298250732360484
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
0.002006366896881338,0.5706338178772734,0.12035905208563898
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
0.04842900321411511,0.4739094791997464,0.2405860392307495
0.015059404115638015,0.5936362480582751,0.16070252198769455
0.015059404115637998,0.5501579871887099,0.12990554646177296
0.013210557881989379,0.6578959208444728,0.1721305780689044
0.007127381915993557,0.5561469897591307,0.1335047069689663
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
1.0391898515772828e-16,0.8421052631578947,0.7436079305846249
0.229754996902193,0.7702450030978071,0.5960088338511064
1.4405033791061632,2.440503379106163,1.7496470656083396
0.20973414833917137,1.2097341483391713,0.5188778348413485
0.050023662445780194,0.873053260631143,0.2031039453752971
0.19319688920605632,0.535302152363951,0.280812807721828
0.02975499690122281,0.7964216635678896,0.06743410600387531
0.5408239997856211,1.540823999785621,0.8499676862877981
0.04037796950433426,1.0403779695043343,0.707044636171001
0.4204180528266497,1.4204180528266497,0.7295617393288266
0.2331316921089847,1.2331316921089848,0.5422753786111619
0.11272574513434205,1.1127257451343422,0.42186943163651924
1.8819565143606336,2.881956514360634,2.191100200862811
0.0035783364397695195,1.0035783364397697,0.8224838090765856
0.12740741552356902,1.127407415523569,0.8624754226199616
2.6712726099134527,3.671272609913453,2.9804162964156293
0.007351396089264491,0.6593152705774022,0.17927125491247053
0.594349532954556,1.5943495329545558,0.9034932194567331
1.4372096869709832,2.2373598470601017,1.7584195937565972
3.2052825214923355,4.205282521492336,3.514426207994513
0.6712726098776328,1.6712726098776327,0.9804162963798099
0.2822055983930253,1.2822055983930252,0.5913492848952024
0.6712726098776328,1.6712726098776327,0.9804162963798099
0.03970439790420927,0.718160777116412,0.24836395020110805
0.3490860121808228,1.3490860121808228,0.6582296986830001
2.6820747709450763,3.5756118932509624,3.0725305240046974
1.2097341483369326,2.209734148336932,1.5188778348391092
0.0009791638677645587,0.6720317954467119,0.07881743053488197
0.02605209596416291,0.6406145707025038,0.19741372494035705
0.30357833643017024,0.6369116697635036,0.46665560001931944
0.095683692826212,0.36339383041647805,0.16925951899376696
0.35170543052808556,0.9509900678792829,0.5610671471796085
0.07928553826283087,1.079285538262831,0.3884292247650078
0.0053749914054366695,0.6525197454366686,0.09721162672571661
0.4360517522391789,1.4360517522391791,0.745195438741356
