min,max,mean
1.3327503788378656,2.0083925758479966,1.7779913881708806
0.6666666666666669,1.666666666666667,1.0626984126984127
0.022682557762785896,0.7231566188633516,0.4668761318315245
0.014411529223378697,1.0144115292233786,0.0666850420226892
0.22769459797226393,0.7447328756560326,0.5335148208724722
0.010526315789473746,1.0105263157894735,0.9087162480074847
0.0,0.6947368421052633,0.6138607987524609
0.0,0.7578947368421053,0.6679403014751979
0.0,0.8421052631578948,0.7436079305846253
0.007237344698645164,0.780185758513932,0.6875909023266571
0.010836630985671985,0.813130081235423,0.32375271219106583
0.0,0.7578947368421053,0.6679403014751979
0.0,0.7719298245614035,0.6803062547214849
0.6692753852464498,1.4263597868496636,1.1436898360127568
0.0,0.7629629629629628,0.07667887667887667
0.0,0.5714285714285714,0.2941176470588236
0.1633208764376646,0.5599477862681496,0.33812718766304434
0.0,1.0,0.375
0.0,1.0,0.6635706914344685
0.0,0.947368421052632,0.8456256570800389
0.02222222222222224,0.9777777777777777,0.2664224664224664
0.0,0.625,0.2734375
0.0,1.0,0.375
0.0,1.0,0.6635706914344685
0.0,0.8421052631578948,0.7436079305846253
0.009743023150018548,0.9666831910872591,0.3560509977806582
0.0,1.0,0.6458333333333334
0.216856799163735,0.9737128629230182,0.5974273701470321
0.0,0.8333333333333334,0.23412698412698407
0.17533746269030945,0.6098118407685378,0.3291504811819968
0.0,0.5714285714285714,0.2941176470588236
4.824484242184963e-17,0.9687750200160128,0.02243980977131432
0.0,1.0,0.6470588235294118
0.12786290252571125,0.7280723138171331,0.4254376933963193
0.0,0.6666666666666667,0.21929824561403516
0.0,0.947368421052632,0.8456256570800389
0.09800258926774186,0.6825615623056078,0.40611361160431325
0.0,0.947368421052632,0.8456256570800389
0.0362676133212886,0.697444901700641,0.15301542983365524
0.18917835619663506,0.7574404678020871,0.42406107270561644
0.0,1.0,0.3541666666666667
0.0,1.0,0.375
0.0,1.0,0.6
0.0,0.9735788630904724,0.02672739284323634
0.0,0.9175340272217775,0.04256519970074419
0.039215686274509776,0.6274509803921569,0.3040935672514619
0.010526315789473746,1.0105263157894735,0.9087162480074847
0.0,0.9631705364291434,0.017544089916742136
0.0027617951668587556,0.5746835443037953,0.16564207741968978
0.0016012810248198508,0.9711769415532425,0.02457922622250806
0.0,0.5555555555555555,0.18015873015873018
0.0,1.0,0.6458333333333334
0.03597343101851497,0.8486631581711876,0.34143359632717113
0.0,0.8370370370370369,0.13251933251933248
0.0,1.0,0.375
0.0,0.6329113924050671,0.06473216006018918
0.0,0.6666666666666666,0.18589743589743585
0.05882352941176466,0.607843137254902,0.28586171310629516
0.0011836265000825046,0.6299194476409643,0.21832339118833602
0.05260882988576686,0.900710095708551,0.484954765903964
0.007101759000493725,0.6023014959723798,0.1917599173249806
0.015789473684210516,0.6210526315789474,0.351818721128911
0.09699895169561347,0.7345478584692597,0.24551330008199976
0.0,0.5652173913043479,0.13822193380921485
0.0,0.7222222222222223,0.1325396825396825
0.007205764611689344,1.0072057646116894,0.05947927741099983
0.048832271907340526,0.8153294922772768,0.24759356920921158
0.0,0.7894736842105265,0.6957887531088159
0.0,0.947368421052632,0.8456256570800389
0.0,0.9623698959167335,0.016865951777815694
0.24411774988016965,1.0290164825387387,0.6627901473231126
1.3245656091824065,1.5311523654085686,1.42884226384127
0.3485775399374532,0.8928597905626,0.6516037306256244
0.6362282520094037,1.384346910936025,1.2551259003875803
0.11549999999999999,0.5423947368421052,0.20486191602602014
3.433636991227551,3.7857661767010407,3.627187988790653
0.0026284844711901476,0.7070623227502252,0.09719573555850122
0.049710526315789476,0.6081842105263158,0.1405508574807806
0.1622224651285277,1.1622224651285276,0.5068012047773458
0.06240325029185295,0.9204723175298378,0.791351488928903
0.006421012065335025,0.7735629798713427,0.15883026997627475
0.02490451193198374,1.0249045119319835,0.3694832515808018
0.03333333333333333,0.6333333333333334,0.2044776119402985
0.0,0.52317880794702,0.049057564951604675
0.0022893251845760364,0.8043162481842707,0.18847079855804968
0.10267486462667585,0.868839084474986,0.7278855568560214
0.6839419303828859,1.3515073275858316,0.9193639963581115
0.002597010913747977,0.7680036069691797,0.12827073152258242
0.0480339509765715,0.8700924693413775,0.2534965253250689
1.2525592340946712,1.578975236679326,1.3908696289475355
0.16666666666666669,0.5,0.3338308457711443
0.013851040378127646,1.0138510403781276,0.3584297800269457
