feature,mean_abs_weight,mean_weight,count,fraction_selected
CountDeclMethodPrivate,0.13092410177228225,-0.13092410177228225,8,1.0
CountDeclClassVariable,0.08471864363283632,-0.03861574295331897,8,1.0
CountDeclInstanceVariable,0.08455073359772353,-0.08455073359772353,8,1.0
CountDeclClass,0.06885309185884184,-0.059677305473565596,8,1.0
CountClassCoupled,0.04361876635597792,-0.04296574786420466,8,1.0
CountDeclMethodProtected,0.03464745845683337,-0.03464745845683337,8,1.0
CountDeclInstanceMethod,0.0227332585286832,-0.022412281536846067,8,1.0
MINOR_COMMIT,0.0175958184949074,0.003382490290194806,8,1.0
MINOR_LINE,0.015153800002926945,-0.010202871986455928,8,1.0
CountPath_Min,0.015143078430138273,0.015143078430138273,8,1.0
MaxInheritanceTree,0.011287106252286648,-0.008934860576571703,8,1.0
OWN_COMMIT,0.008300519847867602,-0.0032514893127577366,8,1.0
AvgEssential,0.007672460652306749,0.001061833865874621,8,1.0
CountClassDerived,0.005978934403824276,0.0013702063813272503,8,1.0
CountOutput_Mean,0.004477844898026131,-0.0036127927053251387,8,1.0
AvgCyclomaticStrict,0.004312084561729879,0.0026557571306762098,8,1.0
RatioCommentToCode,0.004181447196903827,0.001379172334423401,8,1.0
CountDeclMethodDefault,0.003692772221523058,-0.0019515638110608733,8,1.0
CountInput_Mean,0.0036424166685916906,0.002357032480365226,8,1.0
MAJOR_LINE,0.0035747425284383383,-0.0005010536024932224,8,1.0
AvgLineBlank,0.0035527083490265437,-0.0009738251634524995,8,1.0
CountOutput_Min,0.0034269439719192022,-0.00020189653149170483,8,1.0
AvgLineComment,0.003280238184102031,-0.0021663412891879162,8,1.0
CountClassBase,0.0025418821077507633,5.01396779244218e-05,8,1.0
CountInput_Min,0.0014595288543578912,-0.00022621693508610992,8,1.0
